Genetic Sudoku Experiment
Experiment Time: 26/06/2016 12:23:15
Expirement Parameters:,
Orginal Empty Cells:,55,
Population Size:,100,
Max Generations:,50,
Crossover Probability:,0.8,
Mutation Probability:,0.2,
Percent of good indviduals from population:,0.4,
,
Primitive Set:,
Plus,Minus,Multi,div,Mod,Maximum,Minimum,
Terminal Set:,
countEmptyCellInRow,countEmptyCellInCol,countEmptyCellInSquare,NumOfOptionsInCell,numOfOptionsToAppearInBoard,countEmptyCellsInRowsContainsNum,countEmptyCellsInColsContainsNum,countEmptyCellsInSquareContainsNum,countEmptyCellsInRows_ThatNotContainsNum,countEmptyCellsInCols_ThatNotContainsNum,countEmptyCellsInSquare_ThatNotContainsNum,
,
,
Generation,Worst Individual Fitness,Best Individual Fitness,Average Fitness,Best Individual Tree - Prefix,Best Individual Tree - Infix,
0,19.0,4.0,11.83,Maximum( Multi( Plus( Mod( Multi( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellsInRows_ThatNotContainsNum )  div( countEmptyCellInCol  NumOfOptionsInCell ) )  div( Mod( NumOfOptionsInCell  NumOfOptionsInCell )  Minimum( NumOfOptionsInCell  countEmptyCellsInSquare_ThatNotContainsNum ) ) )  Minus( Plus( Mod( countEmptyCellsInSquareContainsNum  countEmptyCellsInSquare_ThatNotContainsNum )  Minimum( countEmptyCellInCol  countEmptyCellsInRows_ThatNotContainsNum ) )  Minus( Mod( countEmptyCellsInColsContainsNum  countEmptyCellsInRowsContainsNum )  Plus( countEmptyCellsInSquareContainsNum  countEmptyCellsInSquare_ThatNotContainsNum ) ) ) )  Minus( Plus( Mod( Minus( countEmptyCellsInColsContainsNum  countEmptyCellInCol )  Mod( NumOfOptionsInCell  countEmptyCellsInCols_ThatNotContainsNum ) )  Mod( div( numOfOptionsToAppearInBoard  countEmptyCellsInRowsContainsNum )  Maximum( countEmptyCellsInRowsContainsNum  countEmptyCellsInCols_ThatNotContainsNum ) ) )  Plus( Multi( Maximum( numOfOptionsToAppearInBoard  countEmptyCellInSquare )  Minus( NumOfOptionsInCell  countEmptyCellsInRows_ThatNotContainsNum ) )  Multi( Maximum( countEmptyCellsInRows_ThatNotContainsNum  countEmptyCellsInCols_ThatNotContainsNum )  Multi( countEmptyCellInRow  NumOfOptionsInCell ) ) ) ) ),((((( countEmptyCellsInSquare_ThatNotContainsNum  *  countEmptyCellsInRows_ThatNotContainsNum ) % ( countEmptyCellInCol  /  NumOfOptionsInCell )) + (( NumOfOptionsInCell  %  NumOfOptionsInCell ) / ( NumOfOptionsInCell  Min  countEmptyCellsInSquare_ThatNotContainsNum ))) * ((( countEmptyCellsInSquareContainsNum  %  countEmptyCellsInSquare_ThatNotContainsNum ) + ( countEmptyCellInCol  Min  countEmptyCellsInRows_ThatNotContainsNum )) - (( countEmptyCellsInColsContainsNum  %  countEmptyCellsInRowsContainsNum ) - ( countEmptyCellsInSquareContainsNum  +  countEmptyCellsInSquare_ThatNotContainsNum )))) Max (((( countEmptyCellsInColsContainsNum  -  countEmptyCellInCol ) % ( NumOfOptionsInCell  %  countEmptyCellsInCols_ThatNotContainsNum )) + (( numOfOptionsToAppearInBoard  /  countEmptyCellsInRowsContainsNum ) % ( countEmptyCellsInRowsContainsNum  Max  countEmptyCellsInCols_ThatNotContainsNum ))) - ((( numOfOptionsToAppearInBoard  Max  countEmptyCellInSquare ) * ( NumOfOptionsInCell  -  countEmptyCellsInRows_ThatNotContainsNum )) + (( countEmptyCellsInRows_ThatNotContainsNum  Max  countEmptyCellsInCols_ThatNotContainsNum ) * ( countEmptyCellInRow  *  NumOfOptionsInCell ))))),
1,19.0,4.0,11.78,Maximum( Multi( Plus( Mod( Multi( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellsInRows_ThatNotContainsNum )  div( countEmptyCellInCol  NumOfOptionsInCell ) )  div( Mod( NumOfOptionsInCell  NumOfOptionsInCell )  Minimum( NumOfOptionsInCell  countEmptyCellsInSquare_ThatNotContainsNum ) ) )  Minus( Plus( Mod( countEmptyCellsInSquareContainsNum  countEmptyCellsInSquare_ThatNotContainsNum )  Minimum( countEmptyCellInCol  countEmptyCellsInRows_ThatNotContainsNum ) )  Minus( Mod( countEmptyCellsInColsContainsNum  countEmptyCellsInRowsContainsNum )  Plus( countEmptyCellsInSquareContainsNum  countEmptyCellsInSquare_ThatNotContainsNum ) ) ) )  Minus( Plus( Mod( Minus( countEmptyCellsInColsContainsNum  countEmptyCellInCol )  Mod( NumOfOptionsInCell  countEmptyCellsInCols_ThatNotContainsNum ) )  Minimum( Minus( countEmptyCellsInRowsContainsNum  countEmptyCellsInSquare_ThatNotContainsNum )  div( countEmptyCellsInCols_ThatNotContainsNum  countEmptyCellsInCols_ThatNotContainsNum ) ) )  Plus( Multi( Maximum( numOfOptionsToAppearInBoard  countEmptyCellInSquare )  Minus( NumOfOptionsInCell  countEmptyCellsInRows_ThatNotContainsNum ) )  Multi( Maximum( countEmptyCellsInRows_ThatNotContainsNum  countEmptyCellsInCols_ThatNotContainsNum )  Multi( countEmptyCellInRow  NumOfOptionsInCell ) ) ) ) ),((((( countEmptyCellsInSquare_ThatNotContainsNum  *  countEmptyCellsInRows_ThatNotContainsNum ) % ( countEmptyCellInCol  /  NumOfOptionsInCell )) + (( NumOfOptionsInCell  %  NumOfOptionsInCell ) / ( NumOfOptionsInCell  Min  countEmptyCellsInSquare_ThatNotContainsNum ))) * ((( countEmptyCellsInSquareContainsNum  %  countEmptyCellsInSquare_ThatNotContainsNum ) + ( countEmptyCellInCol  Min  countEmptyCellsInRows_ThatNotContainsNum )) - (( countEmptyCellsInColsContainsNum  %  countEmptyCellsInRowsContainsNum ) - ( countEmptyCellsInSquareContainsNum  +  countEmptyCellsInSquare_ThatNotContainsNum )))) Max (((( countEmptyCellsInColsContainsNum  -  countEmptyCellInCol ) % ( NumOfOptionsInCell  %  countEmptyCellsInCols_ThatNotContainsNum )) + (( countEmptyCellsInRowsContainsNum  -  countEmptyCellsInSquare_ThatNotContainsNum ) Min ( countEmptyCellsInCols_ThatNotContainsNum  /  countEmptyCellsInCols_ThatNotContainsNum ))) - ((( numOfOptionsToAppearInBoard  Max  countEmptyCellInSquare ) * ( NumOfOptionsInCell  -  countEmptyCellsInRows_ThatNotContainsNum )) + (( countEmptyCellsInRows_ThatNotContainsNum  Max  countEmptyCellsInCols_ThatNotContainsNum ) * ( countEmptyCellInRow  *  NumOfOptionsInCell ))))),
2,19.0,4.0,11.55,Maximum( Multi( Plus( Mod( Multi( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellsInRows_ThatNotContainsNum )  div( countEmptyCellInCol  NumOfOptionsInCell ) )  div( Mod( NumOfOptionsInCell  NumOfOptionsInCell )  Minimum( NumOfOptionsInCell  countEmptyCellsInSquare_ThatNotContainsNum ) ) )  Minus( Plus( Mod( countEmptyCellsInSquareContainsNum  countEmptyCellsInSquare_ThatNotContainsNum )  Minimum( countEmptyCellInCol  countEmptyCellsInRows_ThatNotContainsNum ) )  Minus( Mod( countEmptyCellsInColsContainsNum  countEmptyCellsInRowsContainsNum )  Plus( countEmptyCellsInSquareContainsNum  countEmptyCellsInSquare_ThatNotContainsNum ) ) ) )  Minus( Plus( Mod( Minus( countEmptyCellsInColsContainsNum  countEmptyCellInCol )  Mod( NumOfOptionsInCell  countEmptyCellsInCols_ThatNotContainsNum ) )  Minimum( Minus( countEmptyCellsInRowsContainsNum  countEmptyCellsInSquare_ThatNotContainsNum )  div( countEmptyCellsInCols_ThatNotContainsNum  countEmptyCellsInCols_ThatNotContainsNum ) ) )  Plus( Multi( Maximum( numOfOptionsToAppearInBoard  countEmptyCellInSquare )  Minus( NumOfOptionsInCell  countEmptyCellsInRows_ThatNotContainsNum ) )  Multi( Maximum( countEmptyCellsInRows_ThatNotContainsNum  countEmptyCellsInCols_ThatNotContainsNum )  Multi( countEmptyCellInRow  NumOfOptionsInCell ) ) ) ) ),((((( countEmptyCellsInSquare_ThatNotContainsNum  *  countEmptyCellsInRows_ThatNotContainsNum ) % ( countEmptyCellInCol  /  NumOfOptionsInCell )) + (( NumOfOptionsInCell  %  NumOfOptionsInCell ) / ( NumOfOptionsInCell  Min  countEmptyCellsInSquare_ThatNotContainsNum ))) * ((( countEmptyCellsInSquareContainsNum  %  countEmptyCellsInSquare_ThatNotContainsNum ) + ( countEmptyCellInCol  Min  countEmptyCellsInRows_ThatNotContainsNum )) - (( countEmptyCellsInColsContainsNum  %  countEmptyCellsInRowsContainsNum ) - ( countEmptyCellsInSquareContainsNum  +  countEmptyCellsInSquare_ThatNotContainsNum )))) Max (((( countEmptyCellsInColsContainsNum  -  countEmptyCellInCol ) % ( NumOfOptionsInCell  %  countEmptyCellsInCols_ThatNotContainsNum )) + (( countEmptyCellsInRowsContainsNum  -  countEmptyCellsInSquare_ThatNotContainsNum ) Min ( countEmptyCellsInCols_ThatNotContainsNum  /  countEmptyCellsInCols_ThatNotContainsNum ))) - ((( numOfOptionsToAppearInBoard  Max  countEmptyCellInSquare ) * ( NumOfOptionsInCell  -  countEmptyCellsInRows_ThatNotContainsNum )) + (( countEmptyCellsInRows_ThatNotContainsNum  Max  countEmptyCellsInCols_ThatNotContainsNum ) * ( countEmptyCellInRow  *  NumOfOptionsInCell ))))),
3,20.0,3.0,11.21,Plus( Maximum( Minimum( div( Minus( countEmptyCellsInColsContainsNum  numOfOptionsToAppearInBoard )  Mod( NumOfOptionsInCell  countEmptyCellsInSquare_ThatNotContainsNum ) )  Minimum( div( countEmptyCellsInColsContainsNum  countEmptyCellInSquare )  Mod( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellsInRows_ThatNotContainsNum ) ) )  Multi( Plus( Maximum( countEmptyCellInRow  NumOfOptionsInCell )  Minimum( NumOfOptionsInCell  countEmptyCellInCol ) )  Multi( Multi( countEmptyCellInSquare  countEmptyCellsInSquare_ThatNotContainsNum )  Minimum( countEmptyCellInSquare  numOfOptionsToAppearInBoard ) ) ) )  Minimum( Multi( Multi( Multi( countEmptyCellInSquare  countEmptyCellInRow )  Minimum( NumOfOptionsInCell  countEmptyCellsInCols_ThatNotContainsNum ) )  div( div( countEmptyCellInSquare  countEmptyCellInCol )  Minimum( NumOfOptionsInCell  countEmptyCellsInColsContainsNum ) ) )  Minus( Multi( Multi( countEmptyCellsInCols_ThatNotContainsNum  numOfOptionsToAppearInBoard )  Mod( NumOfOptionsInCell  countEmptyCellInRow ) )  Minus( div( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellsInColsContainsNum )  Maximum( countEmptyCellInSquare  countEmptyCellsInSquare_ThatNotContainsNum ) ) ) ) ),((((( countEmptyCellsInColsContainsNum  -  numOfOptionsToAppearInBoard ) / ( NumOfOptionsInCell  %  countEmptyCellsInSquare_ThatNotContainsNum )) Min (( countEmptyCellsInColsContainsNum  /  countEmptyCellInSquare ) Min ( countEmptyCellsInSquare_ThatNotContainsNum  %  countEmptyCellsInRows_ThatNotContainsNum ))) Max ((( countEmptyCellInRow  Max  NumOfOptionsInCell ) + ( NumOfOptionsInCell  Min  countEmptyCellInCol )) * (( countEmptyCellInSquare  *  countEmptyCellsInSquare_ThatNotContainsNum ) * ( countEmptyCellInSquare  Min  numOfOptionsToAppearInBoard )))) + (((( countEmptyCellInSquare  *  countEmptyCellInRow ) * ( NumOfOptionsInCell  Min  countEmptyCellsInCols_ThatNotContainsNum )) * (( countEmptyCellInSquare  /  countEmptyCellInCol ) / ( NumOfOptionsInCell  Min  countEmptyCellsInColsContainsNum ))) Min ((( countEmptyCellsInCols_ThatNotContainsNum  *  numOfOptionsToAppearInBoard ) * ( NumOfOptionsInCell  %  countEmptyCellInRow )) - (( countEmptyCellsInSquare_ThatNotContainsNum  /  countEmptyCellsInColsContainsNum ) - ( countEmptyCellInSquare  Max  countEmptyCellsInSquare_ThatNotContainsNum ))))),
4,21.0,3.0,11.24,Plus( Minimum( Multi( Multi( Multi( countEmptyCellInSquare  countEmptyCellInRow )  Minimum( NumOfOptionsInCell  countEmptyCellsInCols_ThatNotContainsNum ) )  div( div( countEmptyCellInSquare  countEmptyCellInCol )  Minimum( NumOfOptionsInCell  countEmptyCellsInColsContainsNum ) ) )  Minus( Multi( Multi( countEmptyCellsInCols_ThatNotContainsNum  numOfOptionsToAppearInBoard )  Mod( NumOfOptionsInCell  countEmptyCellInRow ) )  Minus( div( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellsInColsContainsNum )  Maximum( countEmptyCellInSquare  countEmptyCellsInSquare_ThatNotContainsNum ) ) ) )  Plus( Minus( div( Minus( countEmptyCellsInSquareContainsNum  countEmptyCellsInRowsContainsNum )  Multi( countEmptyCellInSquare  countEmptyCellsInSquareContainsNum ) )  Multi( Multi( NumOfOptionsInCell  countEmptyCellsInSquare_ThatNotContainsNum )  Maximum( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) ) )  Multi( Minimum( Multi( countEmptyCellsInSquare_ThatNotContainsNum  numOfOptionsToAppearInBoard )  Multi( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellInSquare ) )  Plus( Minus( countEmptyCellsInRows_ThatNotContainsNum  numOfOptionsToAppearInBoard )  Minimum( numOfOptionsToAppearInBoard  countEmptyCellsInRowsContainsNum ) ) ) ) ),((((( countEmptyCellInSquare  *  countEmptyCellInRow ) * ( NumOfOptionsInCell  Min  countEmptyCellsInCols_ThatNotContainsNum )) * (( countEmptyCellInSquare  /  countEmptyCellInCol ) / ( NumOfOptionsInCell  Min  countEmptyCellsInColsContainsNum ))) Min ((( countEmptyCellsInCols_ThatNotContainsNum  *  numOfOptionsToAppearInBoard ) * ( NumOfOptionsInCell  %  countEmptyCellInRow )) - (( countEmptyCellsInSquare_ThatNotContainsNum  /  countEmptyCellsInColsContainsNum ) - ( countEmptyCellInSquare  Max  countEmptyCellsInSquare_ThatNotContainsNum )))) + (((( countEmptyCellsInSquareContainsNum  -  countEmptyCellsInRowsContainsNum ) / ( countEmptyCellInSquare  *  countEmptyCellsInSquareContainsNum )) - (( NumOfOptionsInCell  *  countEmptyCellsInSquare_ThatNotContainsNum ) * ( countEmptyCellsInSquare_ThatNotContainsNum  Max  countEmptyCellsInRowsContainsNum ))) + ((( countEmptyCellsInSquare_ThatNotContainsNum  *  numOfOptionsToAppearInBoard ) Min ( countEmptyCellsInSquare_ThatNotContainsNum  *  countEmptyCellInSquare )) * (( countEmptyCellsInRows_ThatNotContainsNum  -  numOfOptionsToAppearInBoard ) + ( numOfOptionsToAppearInBoard  Min  countEmptyCellsInRowsContainsNum ))))),
5,20.0,3.0,10.96,Maximum( Multi( Plus( Mod( Multi( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellsInRows_ThatNotContainsNum )  div( countEmptyCellInCol  NumOfOptionsInCell ) )  div( Mod( NumOfOptionsInCell  NumOfOptionsInCell )  Minimum( NumOfOptionsInCell  countEmptyCellsInSquare_ThatNotContainsNum ) ) )  Minus( Plus( Mod( countEmptyCellsInSquareContainsNum  countEmptyCellsInSquare_ThatNotContainsNum )  Minimum( countEmptyCellInCol  countEmptyCellsInRows_ThatNotContainsNum ) )  Minus( Mod( countEmptyCellsInColsContainsNum  countEmptyCellsInRowsContainsNum )  Plus( countEmptyCellsInSquareContainsNum  countEmptyCellsInSquare_ThatNotContainsNum ) ) ) )  Maximum( Multi( Maximum( Mod( countEmptyCellsInCols_ThatNotContainsNum  countEmptyCellsInCols_ThatNotContainsNum )  Maximum( countEmptyCellsInCols_ThatNotContainsNum  countEmptyCellInRow ) )  Minus( Minimum( countEmptyCellsInRowsContainsNum  NumOfOptionsInCell )  div( numOfOptionsToAppearInBoard  countEmptyCellsInCols_ThatNotContainsNum ) ) )  Plus( Minus( Plus( countEmptyCellInRow  countEmptyCellInSquare )  Mod( countEmptyCellsInSquareContainsNum  countEmptyCellsInRowsContainsNum ) )  Mod( Maximum( countEmptyCellsInColsContainsNum  countEmptyCellInCol )  div( NumOfOptionsInCell  countEmptyCellInCol ) ) ) ) ),((((( countEmptyCellsInSquare_ThatNotContainsNum  *  countEmptyCellsInRows_ThatNotContainsNum ) % ( countEmptyCellInCol  /  NumOfOptionsInCell )) + (( NumOfOptionsInCell  %  NumOfOptionsInCell ) / ( NumOfOptionsInCell  Min  countEmptyCellsInSquare_ThatNotContainsNum ))) * ((( countEmptyCellsInSquareContainsNum  %  countEmptyCellsInSquare_ThatNotContainsNum ) + ( countEmptyCellInCol  Min  countEmptyCellsInRows_ThatNotContainsNum )) - (( countEmptyCellsInColsContainsNum  %  countEmptyCellsInRowsContainsNum ) - ( countEmptyCellsInSquareContainsNum  +  countEmptyCellsInSquare_ThatNotContainsNum )))) Max (((( countEmptyCellsInCols_ThatNotContainsNum  %  countEmptyCellsInCols_ThatNotContainsNum ) Max ( countEmptyCellsInCols_ThatNotContainsNum  Max  countEmptyCellInRow )) * (( countEmptyCellsInRowsContainsNum  Min  NumOfOptionsInCell ) - ( numOfOptionsToAppearInBoard  /  countEmptyCellsInCols_ThatNotContainsNum ))) Max ((( countEmptyCellInRow  +  countEmptyCellInSquare ) - ( countEmptyCellsInSquareContainsNum  %  countEmptyCellsInRowsContainsNum )) + (( countEmptyCellsInColsContainsNum  Max  countEmptyCellInCol ) % ( NumOfOptionsInCell  /  countEmptyCellInCol ))))),
6,21.0,4.0,10.55,Plus( Maximum( Minimum( div( Minus( countEmptyCellsInColsContainsNum  numOfOptionsToAppearInBoard )  Mod( NumOfOptionsInCell  countEmptyCellsInSquare_ThatNotContainsNum ) )  Minimum( div( countEmptyCellsInColsContainsNum  countEmptyCellInSquare )  Mod( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellsInRows_ThatNotContainsNum ) ) )  Multi( Plus( Maximum( countEmptyCellInRow  NumOfOptionsInCell )  Minimum( NumOfOptionsInCell  countEmptyCellInCol ) )  Multi( Multi( countEmptyCellInSquare  countEmptyCellsInSquare_ThatNotContainsNum )  Minimum( countEmptyCellInSquare  numOfOptionsToAppearInBoard ) ) ) )  Minimum( Minus( Mod( Minus( countEmptyCellInCol  numOfOptionsToAppearInBoard )  Plus( countEmptyCellInSquare  countEmptyCellsInRows_ThatNotContainsNum ) )  Mod( Plus( NumOfOptionsInCell  countEmptyCellsInSquareContainsNum )  Minimum( countEmptyCellInRow  countEmptyCellInSquare ) ) )  Minus( Multi( Multi( countEmptyCellsInCols_ThatNotContainsNum  numOfOptionsToAppearInBoard )  Mod( NumOfOptionsInCell  countEmptyCellInRow ) )  Minus( div( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellsInColsContainsNum )  Maximum( countEmptyCellInSquare  countEmptyCellsInSquare_ThatNotContainsNum ) ) ) ) ),((((( countEmptyCellsInColsContainsNum  -  numOfOptionsToAppearInBoard ) / ( NumOfOptionsInCell  %  countEmptyCellsInSquare_ThatNotContainsNum )) Min (( countEmptyCellsInColsContainsNum  /  countEmptyCellInSquare ) Min ( countEmptyCellsInSquare_ThatNotContainsNum  %  countEmptyCellsInRows_ThatNotContainsNum ))) Max ((( countEmptyCellInRow  Max  NumOfOptionsInCell ) + ( NumOfOptionsInCell  Min  countEmptyCellInCol )) * (( countEmptyCellInSquare  *  countEmptyCellsInSquare_ThatNotContainsNum ) * ( countEmptyCellInSquare  Min  numOfOptionsToAppearInBoard )))) + (((( countEmptyCellInCol  -  numOfOptionsToAppearInBoard ) % ( countEmptyCellInSquare  +  countEmptyCellsInRows_ThatNotContainsNum )) - (( NumOfOptionsInCell  +  countEmptyCellsInSquareContainsNum ) % ( countEmptyCellInRow  Min  countEmptyCellInSquare ))) Min ((( countEmptyCellsInCols_ThatNotContainsNum  *  numOfOptionsToAppearInBoard ) * ( NumOfOptionsInCell  %  countEmptyCellInRow )) - (( countEmptyCellsInSquare_ThatNotContainsNum  /  countEmptyCellsInColsContainsNum ) - ( countEmptyCellInSquare  Max  countEmptyCellsInSquare_ThatNotContainsNum ))))),
7,21.0,4.0,10.69,Plus( Maximum( Minimum( div( Minus( countEmptyCellsInColsContainsNum  numOfOptionsToAppearInBoard )  Mod( NumOfOptionsInCell  countEmptyCellsInSquare_ThatNotContainsNum ) )  Minimum( div( countEmptyCellsInColsContainsNum  countEmptyCellInSquare )  Mod( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellsInRows_ThatNotContainsNum ) ) )  Multi( Plus( Maximum( countEmptyCellInRow  NumOfOptionsInCell )  Minimum( NumOfOptionsInCell  countEmptyCellInCol ) )  Multi( Multi( countEmptyCellInSquare  countEmptyCellsInSquare_ThatNotContainsNum )  Minimum( countEmptyCellInSquare  numOfOptionsToAppearInBoard ) ) ) )  Minimum( Minus( Mod( Minus( countEmptyCellInCol  numOfOptionsToAppearInBoard )  Plus( countEmptyCellInSquare  countEmptyCellsInRows_ThatNotContainsNum ) )  Mod( Plus( NumOfOptionsInCell  countEmptyCellsInSquareContainsNum )  Minimum( countEmptyCellInRow  countEmptyCellInSquare ) ) )  Minus( Multi( Multi( countEmptyCellsInCols_ThatNotContainsNum  numOfOptionsToAppearInBoard )  Mod( NumOfOptionsInCell  countEmptyCellInRow ) )  Minus( div( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellsInColsContainsNum )  Maximum( countEmptyCellInSquare  countEmptyCellsInSquare_ThatNotContainsNum ) ) ) ) ),((((( countEmptyCellsInColsContainsNum  -  numOfOptionsToAppearInBoard ) / ( NumOfOptionsInCell  %  countEmptyCellsInSquare_ThatNotContainsNum )) Min (( countEmptyCellsInColsContainsNum  /  countEmptyCellInSquare ) Min ( countEmptyCellsInSquare_ThatNotContainsNum  %  countEmptyCellsInRows_ThatNotContainsNum ))) Max ((( countEmptyCellInRow  Max  NumOfOptionsInCell ) + ( NumOfOptionsInCell  Min  countEmptyCellInCol )) * (( countEmptyCellInSquare  *  countEmptyCellsInSquare_ThatNotContainsNum ) * ( countEmptyCellInSquare  Min  numOfOptionsToAppearInBoard )))) + (((( countEmptyCellInCol  -  numOfOptionsToAppearInBoard ) % ( countEmptyCellInSquare  +  countEmptyCellsInRows_ThatNotContainsNum )) - (( NumOfOptionsInCell  +  countEmptyCellsInSquareContainsNum ) % ( countEmptyCellInRow  Min  countEmptyCellInSquare ))) Min ((( countEmptyCellsInCols_ThatNotContainsNum  *  numOfOptionsToAppearInBoard ) * ( NumOfOptionsInCell  %  countEmptyCellInRow )) - (( countEmptyCellsInSquare_ThatNotContainsNum  /  countEmptyCellsInColsContainsNum ) - ( countEmptyCellInSquare  Max  countEmptyCellsInSquare_ThatNotContainsNum ))))),
8,20.0,4.0,10.49,Mod( Plus( div( Minimum( Minimum( NumOfOptionsInCell  countEmptyCellsInCols_ThatNotContainsNum )  Minimum( countEmptyCellsInRowsContainsNum  countEmptyCellInCol ) )  Mod( Maximum( numOfOptionsToAppearInBoard  countEmptyCellInSquare )  Maximum( NumOfOptionsInCell  countEmptyCellsInColsContainsNum ) ) )  Maximum( Minimum( Mod( numOfOptionsToAppearInBoard  countEmptyCellInRow )  Plus( countEmptyCellsInRowsContainsNum  countEmptyCellsInSquare_ThatNotContainsNum ) )  Plus( Mod( NumOfOptionsInCell  NumOfOptionsInCell )  Maximum( countEmptyCellInRow  countEmptyCellsInRowsContainsNum ) ) ) )  Mod( Minus( Maximum( Maximum( countEmptyCellsInSquareContainsNum  NumOfOptionsInCell )  Mod( countEmptyCellInSquare  numOfOptionsToAppearInBoard ) )  Plus( Multi( countEmptyCellsInRows_ThatNotContainsNum  countEmptyCellInSquare )  Mod( countEmptyCellsInSquareContainsNum  countEmptyCellsInColsContainsNum ) ) )  Multi( Multi( Maximum( countEmptyCellInRow  countEmptyCellsInCols_ThatNotContainsNum )  Maximum( countEmptyCellsInSquare_ThatNotContainsNum  NumOfOptionsInCell ) )  Multi( Mod( countEmptyCellInSquare  countEmptyCellInRow )  Multi( countEmptyCellsInColsContainsNum  countEmptyCellsInCols_ThatNotContainsNum ) ) ) ) ),((((( NumOfOptionsInCell  Min  countEmptyCellsInCols_ThatNotContainsNum ) Min ( countEmptyCellsInRowsContainsNum  Min  countEmptyCellInCol )) / (( numOfOptionsToAppearInBoard  Max  countEmptyCellInSquare ) % ( NumOfOptionsInCell  Max  countEmptyCellsInColsContainsNum ))) + ((( numOfOptionsToAppearInBoard  %  countEmptyCellInRow ) Min ( countEmptyCellsInRowsContainsNum  +  countEmptyCellsInSquare_ThatNotContainsNum )) Max (( NumOfOptionsInCell  %  NumOfOptionsInCell ) + ( countEmptyCellInRow  Max  countEmptyCellsInRowsContainsNum )))) % (((( countEmptyCellsInSquareContainsNum  Max  NumOfOptionsInCell ) Max ( countEmptyCellInSquare  %  numOfOptionsToAppearInBoard )) - (( countEmptyCellsInRows_ThatNotContainsNum  *  countEmptyCellInSquare ) + ( countEmptyCellsInSquareContainsNum  %  countEmptyCellsInColsContainsNum ))) % ((( countEmptyCellInRow  Max  countEmptyCellsInCols_ThatNotContainsNum ) * ( countEmptyCellsInSquare_ThatNotContainsNum  Max  NumOfOptionsInCell )) * (( countEmptyCellInSquare  %  countEmptyCellInRow ) * ( countEmptyCellsInColsContainsNum  *  countEmptyCellsInCols_ThatNotContainsNum ))))),
